id_cidade|ds_cidade|id_estado
727|BARRO ALTO (IGUATU)|7
734|BARROQUINHA|7
747|BATURITE|7
752|BEBERIBE|7
753|BELA CRUZ|7
755|BELA VISTA (ITAPIPOCA)|7
775|BELMONTE (CRATO)|7
821|BITUPITA (BARROQUINHA)|7
839|BOA VIAGEM|7
986|BREJO SANTO|7
1039|Barbalha|7
1122|CACHOEIRA (MARANGUAPE)|7
1175|CAICARA (CRUZ)|7
1181|CAIO PRADO (ITAPIUNA)|7
1233|CAMOCIM|7
1236|CAMPANARIO (URUOCA)|7
1299|CAMPOS SALES|7
1339|CANINDE|7
1341|CANINDÉ|7
1376|CAPISTRANO|7
1390|CAPONGA (CASCAVEL)|7
1429|CARIDADE|7
1433|CARIRE|7
1435|CARIRIACU|7
1437|CARIUS|7
1457|CARNAUBAL|7
1481|CASCAVEL|7
1505|CATARINA|7
1517|CATUANA (CAUCAIA)|7
1518|CATUANA CAUCAIA|7
1521|CATUNDA|7
1527|CAUCAIA|7
1534|CAXITORE (TEJUCUOCA)|7
1537|CEDRO|7
1589|CHAVAL|7
1598|CHORO|7
1599|CHOROZINHO|7
1741|COREAU|7
1812|CRATEUS|7
1813|CRATO|7
1837|CROATA|7
1840|CRUZ|7
1900|CUSTODIO (QUIXADA)|7
1927|Camocim|7
1983|Caucaia|7
2021|Crato|7
2048|DEPUTADO IRAPUAN PINHEIRO|7
2054|DESERTO (ITAPIPOCA)|7
2120|DOM QUINTINO (CRATO)|7
2219|ENGENHEIRO JOAO TOME (IPUEIRAS|7
2220|ENGENHEIRO JOSE LOPES (SENADOR|7
2236|ERERE|7
2290|EUSEBIO|7
2316|Eusébio|7
2327|FARIAS BRITO|7
2353|FEITICEIRO (JAGUARIBE)|7
2395|FLORES (RUSSAS)|7
2427|FORQUILHA|7
2429|FORTALEZA|7
2430|FORTALEZA 32623012|7
2435|FORTIM|7
2458|FRECHEIRINHA|7
2489|Fortaleza|7
2496|Frecheirinha|7
2500|GADELHA (IGUATU)|7
2540|GENERAL SAMPAIO|7
2607|GRACA|7
2621|GRANJA|7
2622|GRANJEIRO|7
2628|GROAIRAS|7
2645|GUAIUBA|7
2651|GUANACES (CASCAVEL)|7
2667|GUARACIABA DO NORTE|7
2673|GUARAMIRANGA|7
2691|GUARARU (CAUCAIA)|7
2706|GUASSUSSE (OROS)|7
2735|Granja|7
2776|HIDROLANDIA|7
2783|HORIZONTE|7
2791|Horizonte|7
2803|IBARETAMA|7
2814|IBIAPABA (CRATEUS)|7
2815|IBIAPINA|7
2822|IBICUITINGA|7
2862|ICAPUI|7
2865|ICARAI (AMONTADA)|7
2871|ICO|7
2893|IGAROI (OROS)|7
2905|IGUATU|7
2944|INDEPENDENCIA|7
2965|INHUCU (SAO BENEDITO)|7
2978|IPAPORANGA|7
2980|IPAUMIRIM|7
3005|IPU|7
3010|IPUEIRAS|7
3014|IRACEMA|7
3020|IRAJA (HIDROLANDIA)|7
3027|IRAPUA (CRATEUS)|7
3032|IRAUCUBA|7
3081|ITAICABA|7
3089|ITAITINGA|7
3131|ITAPAJE|7
3136|ITAPEBUSSU (MARANGUAPE)|7
3153|ITAPIPOCA|7
3161|ITAPIUNA|7
3183|ITAREMA|7
3193|ITATIRA|7
3244|Ibiapina|7
3270|Iracema|7
3292|Itapajé|7
3361|JAGUARETAMA|7
3364|JAGUARIBARA|7
3365|JAGUARIBE|7
3369|JAGUARUANA|7
3373|JAIBARAS (SOBRAL)|7
3376|JAMACARU (MISSAO VELHA)|7
3407|JARDIM|7
3424|JATI|7
3451|JIJOCA DE JERICOACOARA|7
3482|JORDAO (SOBRAL)|7
3486|JOSE DE ALENCAR (IGUATU)|7
3495|JUATAMA (QUIXADA)|7
3499|JUAZEIRO DO NORTE|7
3501|JUCAS|7
3526|JURITIANHA (ACARAU)|7
3558|Jati|7
3571|Juazeiro do Norte|7
3585|LADEIRA GRANDE (MARANGUAPE)|7
3591|LAGES (MARANGUAPE)|7
3618|LAGOA DO MATO (ITATIRA)|7
3639|LAGOINHA (QUIXERE)|7
3688|LAVRAS DA MANGABEIRA|7
3710|LIMA CAMPOS (ICO)|7
3717|LIMOEIRO DO NORTE|7
3725|LISIEUX (SANTA QUITERIA)|7
3727|LIVRAMENTO (IPUEIRAS)|7
3797|Limoeiro do Norte|7
3817|MACARAU (SANTA QUITERIA)|7
3836|MADALENA|7
3886|MANGABEIRA (LAVRAS DA MANGABEI|7
3917|MARACANAU|7
3923|MARANGUAPE|7
3937|MARCO|7
3991|MARTINOPOLE|7
4001|MASSAPE|7
4037|MATRIZ (IPUEIRAS)|7
4046|MAURITI|7
4069|MERUOCA|7
4082|MILHA|7
4092|MINEIROLANDIA (PEDRA BRANCA)|7
4106|MIRAIMA|7
4107|MIRAMBE (CAUCAIA)|7
4129|MISSAO VELHA|7
4130|MISSI (IRAUCUBA)|7
4145|MOITAS (AMONTADA)|7
4148|MOMBACA|7
4164|MONSENHOR TABOSA|7
4179|MONTE ALVERNE (CRATO)|7
4216|MORADA NOVA|7
4220|MORAUJO|7
4228|MORRINHOS|7
4259|MUCAMBO|7
4267|MULUNGU|7
4269|MUNDAU (TRAIRI)|7
4311|Maracanaú|7
4314|Maranguape|7
4362|Morrinhos|7
4510|NOVA OLINDA|7
4526|NOVA RUSSAS|7
4569|NOVO ORIENTE|7
4614|Nova Russas|7
4619|Novo Oriente|7
4624|OCARA|7
4666|OROS|7
4696|Ocara|7
4706|Orós|7
4716|PACAJUS|7
4718|PACATUBA|7
4720|PACOTI|7
4721|PACUJA|7
4728|PADRE VIEIRA (VICOSA DO CEARA)|7
4741|PALESTINA (OROS)|7
4744|PALHANO|7
4750|PALMACIA|7
4804|PARACURU|7
4813|PARAIPABA|7
4822|PARAJURU|7
4823|PARAJURU (BEBERIBE)|7
4824|PARAMBU|7
4826|PARAMOTI|7
4853|PARAZINHO|7
4854|PARAZINHO (GRANJA)|7
4862|PARIPUEIRA (BEBERIBE)|7
4943|PECEM (SAO GONCALO DO AMARANTE|7
4944|PECEM -SAO GONCALO D AMARANTE|7
4950|PEDRA BRANCA|7
4994|PENAFORTE|7
5000|PENEDO (MARANGUAPE)|7
5003|PENTECOSTE|7
5013|PEREIRO|7
5068|PINDOGUABA (TIANGUA)|7
5070|PINDORETAMA|7
5097|PIQUET CARNEIRO|7
5135|PIRES FERREIRA|7
5195|PONTA DA SERRA (CRATO)|7
5227|PORANGA|7
5235|PORTEIRAS|7
5286|POTENGI|7
5290|POTIRETAMA|7
5395|Pecém|7
5437|Porteiras|7
5484|QUEIMADOS (HORIZONTE)|7
5503|QUITAIUS (LAVRAS DA MANGABEIRA|7
5505|QUITERIANOPOLIS|7
5508|QUIXADA|7
5509|QUIXELO|7
5510|QUIXERAMOBIM|7
5511|QUIXERE|7
5518|RAFAEL ARRUDA (SOBRAL)|7
5545|REDENCAO|7
5559|RERIUTABA|7
5746|RUSSAS|7
5794|SABOEIRO|7
5813|SALITRE|7
5880|SANTA CRUZ DO BANABUIU (PEDRA|7
5881|SANTA CRUZ DO BANABUIU (PEDRA BRANCA)|7
5900|SANTA FE (CRATO)|7
5958|SANTA QUITERIA|7
6021|SANTANA DO ACARAU|7
6025|SANTANA DO CARIRI|7
6073|SANTO ANTONIO (ARARENDA)|7
6136|SAO BENEDITO|7
6199|SAO FRANCISCO (MERUOCA)|7
6235|SAO GONCALO DO AMARANTE|7
6274|SAO JOAO DO AMANARI (MARANGUAP|7
6283|SAO JOAO DO JAGUARIBE|7
6309|SAO JOAQUIM (UMIRIM)|7
6346|SAO JOSE DE SOLONOPOLE (SOLONO|7
6414|SAO LUIS DO CURU|7
6437|SAO MIGUEL (QUIXERAMOBIM)|7
6480|SAO PEDRO DO NORTE (JUCAS)|7
6555|SAPUPARA|7
6556|SAPUPARA (MARANGUAPE)|7
6575|SEBASTIAO DE ABREU (PENTECOSTE|7
6600|SENADOR POMPEU|7
6602|SENADOR SA|7
6637|SERRA DO FELIX|7
6670|SERROTA (SENADOR SA)|7
6715|SITIOS NOVOS (CAUCAIA)|7
6719|SOBRAL|7
6730|SOLONOPOLE|7
6745|SUCESSO|7
6746|SUCESSO (TAMBORIL)|7
6789|Santana do Cariri|7
6836|Sobral|7
6923|TABULEIRO DO NORTE|7
6932|TAIBA|7
6933|TAIBA (SAO GONCALO DO AMARANTE|7
6945|TAMBORIL|7
6955|TANQUES (MARANGUAPE)|7
6960|TAPERA (AQUIRAZ)|7
6962|TAPERUABA (SOBRAL)|7
6989|TARRAFAS|7
6996|TAUA|7
7009|TEJUCUOCA|7
7041|TIANGUA|7
7062|TIMONHA (GRANJA)|7
7081|TOME (QUIXERE)|7
7099|TRAIRI|7
7144|TUCUNDUBA (CAUCAIA)|7
7173|TURURU|7
7194|Taua|7
7197|Tauá|7
7233|UBAJARA|7
7238|UBAUNA|7
7239|UBAUNA (COREAU)|7
7252|UMARI|7
7254|UMARIZEIRAS (MARANGUAPE)|7
7258|UMIRIM|7
7285|URUBURETAMA|7
7292|URUOCA|7
7346|VARJOTA|7
7349|VARZEA ALEGRE|7
7364|VAZANTES|7
7399|VICOSA DO CEARA|7
7573|caucaia|7
7576|cruz|7
7584|fortaleza|7
7639|santa quiteria|7
7660|tarrafas|7
526|Aguas Claras|8
960|BRASILIA|8
967|BRAZLANDIA|8
968|BRAZLÂNDIA|8
1082|Brasilia|8
1083|BrasÃ­lia|8
1084|Brasília|8
1540|CEILANDIA|8
1541|CEILÂNDIA|8
1847|CRUZEIRO|8
2508|GAMA|8
2509|GAMA-DF|8
2662|GUARA|8
3595|LAGO NORTE|8
3596|LAGO SUL|8
4582|NUCLEO BANDEIRANTE|8
4842|PARANOA|8
5151|PLANALTINA|8
5539|RECANTO DAS EMAS|8
5587|RIACHO FUNDO|8
5831|SAMAMBAIA|8
5936|SANTA MARIA|8
6769|Samambaia|8
6835|Sobradinho ll|8
6930|TAGUATINGA|8
7562|brasilia|8
7659|taguatinga|8
7205|Tguatinga|9
30|ACIOLI (JOAO NEIVA)|10
48|AFONSO CLAUDIO|10
64|AGUA DOCE DO NORTE|10
91|AGUIA BRANCA|10
119|ALEGRE|10
132|ALFREDO CHAVES|10
173|ALTO CALDEIRAO (SANTA TERESA)|10
184|ALTO MUTUM PRETO (BAIXO GUANDU|10
193|ALTO RIO NOVO|10
195|ALTO SANTA MARIA (SANTA TERESA|10
262|ANCHIETA|10
312|ANUTIBA (ALEGRE)|10
325|APIACA|10
355|ARACE|10
356|ARACE (DOMINGOS MARTINS)|10
361|ARACRUZ|10
364|ARACUI|10
370|ARAGUAIA (MARECHAL FLORIANO)|10
497|ATILIO VIVACQUA|10
530|Alegre|10
562|Aracruz|10
610|BAIXO GUANDU|10
675|BARRA DE SAO FRANCISCO|10
751|BEBEDOURO (LINHARES)|10
826|BOA ESPERANCA|10
852|BOAPABA (COLATINA)|10
887|BOM JESUS DO NORTE|10
942|BRACO DO RIO|10
943|BRACO DO RIO (CONCEICAO DA BAR|10
944|BRACO DO RIO (CONCEICAO DA BARRA)|10
971|BREJETUBA|10
1008|BURARAMA|10
1009|BURARAMA (CACHOEIRO DE ITAPEMI|10
1010|BURARAMA (CACHOEIRO DE ITAPEMIRIM)|10
1144|CACHOEIRO DE ITAPEMIRIM|10
1165|CAFE (ALEGRE)|10
1427|CARIACICA|10
1494|CASTELO|10
1542|CELINA (ALEGRE)|10
1641|COLATINA|10
1670|CONCEICAO DA BARRA|10
1686|CONCEICAO DO CASTELO|10
1704|CONDURU (CACHOEIRO DE ITAPEMIR|10
1907|Cachoeiro de Itapemirim|10
1967|Cariacica|10
2003|Colatina|10
2084|DIVINO DE SAO LOURENCO|10
2124|DOMINGOS MARTINS|10
2136|DORES DO RIO PRETO|10
2184|ECOPORANGA|10
2341|FAZENDA GUANDU (AFONSO CLAUDIO|10
2475|FUNDAO|10
2497|Fundão|10
2524|GARRAFAO (SANTA MARIA DE JETIB|10
2548|GIRONDA|10
2549|GIRONDA (CACHOEIRO DE ITAPEMIR|10
2598|GOVERNADOR LACERDA DE AGUIAR (|10
2599|GOVERNADOR LINDENBERG|10
2609|GRACA ARANHA (COLATINA)|10
2634|GUACUI|10
2684|GUARAPARI|10
2690|GUARAREMA|10
2710|GUAÇUÍ|10
2748|Guarapari|10
2806|IBATIBA|10
2831|IBIRACU|10
2852|IBITIRAMA|10
2872|ICONHA|10
3037|IRUPI|10
3038|ISABEL (DOMINGOS MARTINS)|10
3069|ITAGUACU|10
3084|ITAIPAVA|10
3085|ITAIPAVA (ITAPEMIRIM)|10
3125|ITAOCA|10
3126|ITAOCA (CACHOEIRO DE ITAPEMIRI|10
3127|ITAOCA (CACHOEIRO DE ITAPEMIRIM)|10
3143|ITAPEMIRIM|10
3146|ITAPERUNA (BARRA DE SAO FRANCI|10
3180|ITARANA|10
3202|ITAUNAS (CONCEICAO DA BARRA)|10
3231|IUNA|10
3316|Iúna|10
3338|JACIGUA|10
3339|JACIGUA (VARGEM ALTA)|10
3358|JAGUARE|10
3445|JERONIMO MONTEIRO|10
3467|JOAO NEIVA|10
3476|JOATUBA (LARANJA DA TERRA)|10
3660|LAJINHA|10
3661|LAJINHA (PANCAS)|10
3670|LARANJA DA TERRA|10
3723|LINHARES|10
3798|Linhares|10
3900|MANTENOPOLIS|10
3927|MARATAIZES|10
3946|MARECHAL FLORIANO|10
3966|MARILANDIA|10
4056|MELGACO (DOMINGOS MARTINS)|10
4063|MENINO JESUS (MUNIZ FREIRE)|10
4086|MIMOSO DO SUL|10
4167|MONTANHA|10
4202|MONTE SINAI (BARRA DE SAO FRAN|10
4223|MORELLO (GOVERNADOR LINDENBERG|10
4264|MUCURICI|10
4275|MUNIZ FREIRE|10
4277|MUQUI|10
4315|Marataízes|10
4338|Mimoso do Sul|10
4541|NOVA VENECIA|10
4551|NOVO BRASIL|10
4552|NOVO BRASIL (GOVERNADOR LINDEN|10
4616|Nova Venécia|10
4786|PANCAS|10
4821|PARAJU (DOMINGOS MARTINS)|10
4924|PAULISTA|10
4925|PAULISTA (BARRA DE SAO FRANCIS|10
4926|PAULISTA (BARRA DE SAO FRANCISCO)|10
4976|PEDRO CANARIO|10
5037|PIACU (MUNIZ FREIRE)|10
5088|PINHEIROS|10
5103|PIRACEMA (AFONSO CLAUDIO)|10
5146|PIUMA|10
5201|PONTAL DO IPIRANGA (LINHARES)|10
5221|PONTO BELO|10
5303|PRAIA GRANDE|10
5304|PRAIA GRANDE (FUNDAO)|10
5324|PRESIDENTE KENNEDY|10
5415|Pinheiros|10
5550|REGENCIA (LINHARES)|10
5623|RIO BANANAL|10
5670|RIO NOVO DO SUL|10
5692|RIVE|10
5693|RIVE (ALEGRE)|10
5919|SANTA LEOPOLDINA|10
5944|SANTA MARIA DE JETIBA|10
5945|SANTA MARIA DE MARECHAL (MAREC|10
5955|SANTA MARTA (IBITIRAMA)|10
5994|SANTA TERESA|10
6052|SANTO AGOSTINHO|10
6053|SANTO AGOSTINHO (AGUA DOCE DO|10
6054|SANTO AGOSTINHO (AGUA DOCE DO NORTE)|10
6095|SANTO ANTONIO DO CANAA|10
6096|SANTO ANTONIO DO CANAA (SANTA|10
6097|SANTO ANTONIO DO CANAA (SANTA TERESA)|10
6183|SAO DOMINGOS DO NORTE|10
6220|SAO GABRIEL DA PALHA|10
6224|SAO GERALDO|10
6225|SAO GERALDO (MANTENOPOLIS)|10
6296|SAO JOAO DO SOBRADO (PINHEIROS)|10
6316|SAO JORGE DO OLIVEIRA (BREJETU|10
6318|SAO JORGE DO TIRADENTES (RIO B|10
6319|SAO JORGE DO TIRADENTES (RIO BANANAL)|10
6340|SAO JOSE DE FRUTEIRAS (VARGEM|10
6341|SAO JOSE DE MANTENOPOLIS (MANT|10
6356|SAO JOSE DO CALCADO|10
6433|SAO MATEUS|10
6489|SAO RAIMUNDO DA PEDRA MENINA (|10
6497|SAO ROQUE DO CANAA|10
6622|SERRA|10
6649|SERRA PELADA|10
6650|SERRA PELADA (AFONSO CLAUDIO)|10
6721|SOBREIRO (LARANJA DA TERRA)|10
6733|SOORETAMA|10
6820|Serra|10
7058|TIMBUI|10
7059|TIMBUI (FUNDAO)|10
7336|VARGEM ALTA|10
7340|VARGEM GRANDE DO SOTURNO (CACH|10
7367|VENDA NOVA DO IMIGRANTE|10
7391|VIANA|10
7422|VILA NELITA (AGUA DOCE DO NORT|10
7433|VILA PAVAO|10
7439|VILA VALERIO|10
7441|VILA VELHA|10
7442|VILA VELHA casa 24|10
7443|VILA VERDE (PANCAS)|10
7446|VINHATICO (MONTANHA)|10
7468|VITORIA|10
7497|Venda Nova do Imigrante|10
7501|Viana|10
7504|Vila Velha|10
7511|Vitória|10
7638|santa maria de jetiba|10
7664|vila velha|10
3|ABADIA DE GOIAS|11
5|ABADIANIA|11
34|ACREUNA|11
41|ADELANDIA|11
67|AGUA FRIA DE GOIAS|11
68|AGUA LIMPA|11
85|AGUAS LINDAS DE GOIAS|11
130|ALEXANIA|11
151|ALOANDIA|11
179|ALTO HORIZONTE|11
187|ALTO PARAISO DE GOIAS|11
212|ALVORADA DO NORTE|11
227|AMARALINA|11
237|AMERICANO DO BRASIL|11
242|AMORINOPOLIS|11
257|ANAPOLIS|11
285|ANHANGUERA|11
288|ANICUNS|11
315|APARECIDA DE GOIANIA|11
320|APARECIDA DO RIO DOCE|11
332|APORE|11
362|ARACU|11
365|ARAGARCAS|11
366|ARAGOIANIA|11
375|ARAGUAPAZ|11
440|ARENOPOLIS|11
473|ARUANA|11
505|AURILANDIA|11
552|Anápolis|11
553|Aparecida De Goiânia|11
554|Aparecida de Goiânia|11
594|BACILANDIA (FAZENDA NOVA)|11
613|BALIZA|11
635|BANDEIRANTES|11
758|BELA VISTA DE GOIAS|11
873|BOM JARDIM DE GOIAS|11
875|BOM JESUS|11
881|BOM JESUS DE GOIAS|11
912|BONFINOPOLIS|11
918|BONOPOLIS|11
966|BRAZABRANTES|11
991|BRITANIA|11
1014|BURITI ALEGRE|11
1016|BURITI DE GOIAS|11
1020|BURITINOPOLIS|11
1072|Bom Jesus|11
1102|CABECEIRAS|11
1123|CACHOEIRA ALTA|11
1125|CACHOEIRA DE GOIAS|11
1138|CACHOEIRA DOURADA|11
1153|CACU|11
1171|CAIAPONIA|11
1201|CALDAS NOVAS|11
1202|CALDAZINHA|11
1240|CAMPESTRE DE GOIAS|11
1249|CAMPINACU|11
1254|CAMPINORTE|11
1256|CAMPO ALEGRE DE GOIAS|11
1277|CAMPO LIMPO DE GOIAS|11
1288|CAMPOS BELOS|11
1300|CAMPOS VERDES|11
1451|CARMO DO RIO VERDE|11
1493|CASTELANDIA|11
1501|CATALAO|11
1523|CATURAI|11
1528|CAVALCANTE|11
1556|CERES|11
1570|CEZARINA|11
1581|CHAPADAO DO CEU|11
1601|CHOUPANA (ANICUNS)|11
1608|CIDADE OCIDENTAL|11
1614|CIRILANDIA (SANTA ISABEL)|11
1632|COCALZINHO DE GOIAS|11
1645|COLINAS DO SUL|11
1770|CORREGO DO OURO|11
1786|CORUMBA DE GOIAS|11
1787|CORUMBAIBA|11
1828|CRISTALINA|11
1830|CRISTIANOPOLIS|11
1836|CRIXAS|11
1838|CROMINIA|11
1865|CUMARI|11
1920|Caldas Novas|11
1979|Catalão|11
2034|DAMIANOPOLIS|11
2036|DAMOLANDIA|11
2077|DIORAMA|11
2089|DIVINOPOLIS DE GOIAS|11
2123|DOMICIANO RIBEIRO (IPAMERI)|11
2152|DOVERLANDIA|11
2185|EDEALINA|11
2186|EDEIA|11
2187|EDILANDIA (COCALZINHO DE GOIAS|11
2279|ESTRELA DO NORTE|11
2321|FAINA|11
2342|FAZENDA NOVA|11
2385|FIRMINOPOLIS|11
2397|FLORES DE GOIAS|11
2419|FORMOSA|11
2424|FORMOSO|11
2487|Formosa|11
2512|GAMELEIRA DE GOIAS|11
2546|GIRASSOL (COCALZINHO DE GOIAS)|11
2564|GOIANAPOLIS|11
2566|GOIANDIRA|11
2567|GOIANESIA|11
2569|GOIANIA|11
2571|GOIANIRA|11
2573|GOIAS|11
2575|GOIATUBA|11
2581|GOIÂNIA|11
2589|GOUVELANDIA|11
2660|GUAPO|11
2671|GUARAITA|11
2679|GUARANI DE GOIAS|11
2701|GUARINOS|11
2729|Goiania|11
2730|Goianésia|11
2732|Goiânia|11
2745|Guapó|11
2778|HIDROLINA|11
2794|IACIARA|11
2936|INACIOLANDIA|11
2949|INDIARA|11
2967|INHUMAS|11
2970|INTERLANDIA (ANAPOLIS)|11
2975|IPAMERI|11
2995|IPIRANGA DE GOIAS|11
3002|IPORA|11
3040|ISRAELANDIA|11
3049|ITABERAI|11
3070|ITAGUACU (SAO SIMAO)|11
3075|ITAGUARI|11
3076|ITAGUARU|11
3091|ITAJA|11
3129|ITAPACI|11
3156|ITAPIRAPUA|11
3174|ITAPURANGA|11
3185|ITARUMA|11
3198|ITAUCU|11
3220|ITUMBIARA|11
3239|IVOLANDIA|11
3264|Inhumas|11
3268|Iporá|11
3309|Itumbiara|11
3315|Ivolândia|11
3382|JANDAIA|11
3403|JARAGUA|11
3408|JARDIM ABC DE GOIAS (CIDADE OC|11
3409|JARDIM ABC DE GOIAS (CIDADE OCIDENTAL)|11
3420|JATAI|11
3430|JAUPACI|11
3449|JESUPOLIS|11
3492|JOVIANIA|11
3555|Jaraguá|11
3612|LAGOA DO BAUZINHO (RIO VERDE)|11
3634|LAGOA SANTA|11
3699|LEOPOLDO DE BULHOES|11
3771|LUZIANIA|11
3855|MAIRIPOTABA|11
3871|MAMBAI|11
3908|MARA ROSA|11
3998|MARZAGAO|11
4036|MATRINCHA|11
4044|MAURILANDIA|11
4072|MESSIANOPOLIS (MOIPORA)|11
4085|MIMOSO DE GOIAS|11
4087|MINACU|11
4093|MINEIROS|11
4143|MOIPORA|11
4172|MONTE ALEGRE DE GOIAS|11
4212|MONTES CLAROS DE GOIAS|11
4214|MONTIVIDIU|11
4215|MONTIVIDIU DO NORTE|11
4251|MOSSAMEDES|11
4256|MOZARLANDIA|11
4291|MUTUNOPOLIS|11
4310|Mara Rosa|11
4395|NAZARIO|11
4399|NEROPOLIS|11
4412|NIQUELANDIA|11
4443|NOVA AMERICA|11
4448|NOVA AURORA|11
4465|NOVA CRIXAS|11
4479|NOVA GLORIA|11
4486|NOVA IGUACU DE GOIAS|11
4524|NOVA ROMA|11
4542|NOVA VENEZA|11
4556|NOVO GAMA|11
4572|NOVO PLANALTO|11
4617|Novo Gama|11
4642|OLHOS DAGUA (ALEXANIA)|11
4661|ORIZONA|11
4688|OURO VERDE DE GOIAS|11
4692|OUROANA (RIO VERDE)|11
4695|OUVIDOR|11
4722|PADRE BERNARDO|11
4742|PALESTINA DE GOIAS|11
4767|PALMEIRAS DE GOIAS|11
4772|PALMELO|11
4773|PALMINOPOLIS|11
4783|PANAMA|11
4833|PARANAIGUARA|11
4852|PARAUNA|11
5023|PEROLANDIA|11
5032|PETROLINA DE GOIAS|11
5055|PILAR DE GOIAS|11
5101|PIRACANJUBA|11
5133|PIRENOPOLIS|11
5134|PIRES DO RIO|11
5150|PLANALMIRA (ABADIANIA)|11
5152|PLANALTINA DE GOIAS|11
5203|PONTALINA|11
5229|PORANGATU|11
5234|PORTEIRAO|11
5240|PORTELANDIA|11
5283|POSSE|11
5345|PROFESSOR JAMIL|11
5501|QUIRINOPOLIS|11
5589|RIALMA|11
5590|RIANAPOLIS|11
5679|RIO QUENTE|11
5684|RIO VERDE|11
5742|RUBIATABA|11
5757|Rialma|11
5776|Rio Verde|11
5789|S. A. RIO VERDE (CATALAO)|11
5838|SANCLERLANDIA|11
5850|SANTA BARBARA DE GOIAS|11
5875|SANTA CRUZ DE GOIAS|11
5901|SANTA FE DE GOIAS|11
5910|SANTA HELENA|11
5911|SANTA HELENA DE GOIAS|11
5914|SANTA ISABEL|11
5973|SANTA RITA DO ARAGUAIA|11
5976|SANTA RITA DO NOVO DESTINO|11
5987|SANTA ROSA DE GOIAS|11
5997|SANTA TEREZA DE GOIAS|11
6002|SANTA TEREZINHA DE GOIAS|11
6076|SANTO ANTONIO DA BARRA|11
6084|SANTO ANTONIO DE GOIAS|11
6098|SANTO ANTONIO DO DESCOBERTO|11
6119|SANTO ANTONIO DO RIO VERDE (CATALAO)|11
6204|SAO FRANCISCO DE GOIAS|11
6221|SAO GABRIEL DE GOIAS|11
6222|SAO GABRIEL DE GOIAS (PLANALTI|11
6260|SAO JOAO DA PARAUNA|11
6267|SAO JOAO DALIANCA|11
6314|SAO JORGE (ALTO PARAISO DE GOI|11
6413|SAO LUIS DE MONTES BELOS|11
6420|SAO LUIZ DO NORTE|11
6446|SAO MIGUEL DO ARAGUAIA|11
6453|SAO MIGUEL DO PASSA QUATRO|11
6525|SAO SIMAO|11
6588|SENADOR CANEDO|11
6658|SERRANOPOLIS|11
6689|SILVANIA|11
6699|SIMOLANDIA|11
6707|SITIO DABADIA|11
6741|SOUZALANDIA (BARRO ALTO)|11
6974|TAQUARAL DE GOIAS|11
7025|TERESINA DE GOIAS|11
7028|TEREZOPOLIS DE GOIAS|11
7127|TRES RANCHOS|11
7132|TRINDADE|11
7139|TROMBAS|11
7174|TURVANIA|11
7175|TURVELANDIA|11
7249|UIRAPURU|11
7279|URUACU|11
7281|URUANA|11
7297|URUTAI|11
7330|VALPARAISO DE GOIAS|11
7344|VARJAO|11
7392|VIANOPOLIS|11
7396|VICENTINOPOLIS|11
7409|VILA BOA|11
7435|VILA PROPICIO|11
7489|Valparaiso de Goias|11
7491|Valparaíso de Goiás|11
7606|luziânia|11
7613|neropolis|11
7666|ÁGUAS LINDAS DE GOIÁS|11
6807|Sao Simao|12
22|ACAILANDIA|13
49|AFONSO CUNHA|13
63|AGUA DOCE DO MARANHAO|13
112|ALCANTARA|13
117|ALDEIAS ALTAS|13
159|ALTAMIRA DO MARANHAO|13
168|ALTO ALEGRE DO MARANHAO|13
169|ALTO ALEGRE DO PINDARE|13
189|ALTO PARNAIBA|13
223|AMAPA DO MARANHAO|13
229|AMARANTE DO MARANHAO|13
252|ANAJATUBA|13
259|ANAPURUS|13
328|APICUM-ACU|13
374|ARAGUANA|13
378|ARAIOSES|13
382|ARAME|13
407|ARARI|13
518|AXIXA|13
586|Açailândia|13
589|BACABAL|13
590|BACABEIRA|13
595|BACURI|13
596|BACURITUBA|13
624|BALSAS|13
649|BARAO DE GRAJAU|13
684|BARRA DO CORDA|13
717|BARREIRINHAS|13
729|BARRO DURO (TUTOIA)|13
760|BELA VISTA DO MARANHAO|13
764|BELAGUA|13
788|BENEDITO LEITE|13
797|BEQUIMAO|13
802|BERNARDO DO MEARIM|13
847|BOA VISTA DO GURUPI|13
871|BOM JARDIM|13
880|BOM JESUS DAS SELVAS|13
893|BOM LUGAR|13
974|BREJO|13
979|BREJO DE AREIA|13
1013|BURITI|13
1015|BURITI BRAVO|13
1019|BURITICUPU|13
1022|BURITIRANA|13
1035|Balsas|13
1046|Barão De Grajaú|13
1093|Buriti Bravo|13
1139|CACHOEIRA GRANDE|13
1185|CAJAPIO|13
1187|CAJARI|13
1241|CAMPESTRE DO MARANHAO|13
1325|CANDIDO MENDES|13
1349|CANTANHEDE|13
1375|CAPINZAL DO NORTE|13
1463|CAROLINA|13
1471|CARUTAPERA|13
1531|CAXIAS|13
1536|CEDRAL|13
1549|CENTRAL DO MARANHAO|13
1552|CENTRO DO GUILHERME|13
1553|CENTRO NOVO DO MARANHAO|13
1584|CHAPADINHA|13
1609|CIDELANDIA|13
1635|CODO|13
1636|COELHO NETO|13
1644|COLINAS|13
1689|CONCEICAO DO LAGO-ACU|13
1749|COROATA|13
1896|CURURUPU|13
1989|Centro Novo do Maranhão|13
2002|Codó|13
2040|DAVINOPOLIS|13
2118|DOM PEDRO|13
