id_subcategoria|ds_subcategoria|id_categoria
2525|Sub-categoria - 02525|9
2543|Sub-categoria - 02543|9
2756|Sub-categoria - 02756|9
2775|Sub-categoria - 02775|9
2782|Sub-categoria - 02782|9
2785|Sub-categoria - 02785|9
2814|Sub-categoria - 02814|9
2815|Sub-categoria - 02815|9
2817|Sub-categoria - 02817|9
2818|Sub-categoria - 02818|9
2819|Sub-categoria - 02819|9
2821|Sub-categoria - 02821|9
2822|Sub-categoria - 02822|9
2856|Sub-categoria - 02856|9
2857|Sub-categoria - 02857|9
2862|Sub-categoria - 02862|9
2868|Sub-categoria - 02868|9
2957|Sub-categoria - 02957|9
3041|Sub-categoria - 03041|9
3136|Sub-categoria - 03136|9
3192|Sub-categoria - 03192|9
3262|Sub-categoria - 03262|9
3263|Sub-categoria - 03263|9
3264|Sub-categoria - 03264|9
3267|Sub-categoria - 03267|9
3270|Sub-categoria - 03270|9
3271|Sub-categoria - 03271|9
3273|Sub-categoria - 03273|9
3284|Sub-categoria - 03284|9
3322|Sub-categoria - 03322|9
3344|Sub-categoria - 03344|9
3347|Sub-categoria - 03347|9
3426|Sub-categoria - 03426|9
3500|Sub-categoria - 03500|9
3505|Sub-categoria - 03505|9
3559|Sub-categoria - 03559|9
3566|Sub-categoria - 03566|9
3567|Sub-categoria - 03567|9
3573|Sub-categoria - 03573|9
47|Sub-categoria - 00047|10
62|Sub-categoria - 00062|10
203|Sub-categoria - 00203|10
241|Sub-categoria - 00241|10
274|Sub-categoria - 00274|10
329|Sub-categoria - 00329|10
420|Sub-categoria - 00420|10
950|Sub-categoria - 00950|10
966|Sub-categoria - 00966|10
1016|Sub-categoria - 01016|10
1058|Sub-categoria - 01058|10
1152|Sub-categoria - 01152|10
1241|Sub-categoria - 01241|10
1242|Sub-categoria - 01242|10
1269|Sub-categoria - 01269|10
1335|Sub-categoria - 01335|10
1351|Sub-categoria - 01351|10
1352|Sub-categoria - 01352|10
1355|Sub-categoria - 01355|10
1356|Sub-categoria - 01356|10
1368|Sub-categoria - 01368|10
1377|Sub-categoria - 01377|10
1410|Sub-categoria - 01410|10
1414|Sub-categoria - 01414|10
1469|Sub-categoria - 01469|10
1482|Sub-categoria - 01482|10
1498|Sub-categoria - 01498|10
1525|Sub-categoria - 01525|10
1609|Sub-categoria - 01609|10
1610|Sub-categoria - 01610|10
1612|Sub-categoria - 01612|10
1614|Sub-categoria - 01614|10
1616|Sub-categoria - 01616|10
1620|Sub-categoria - 01620|10
1621|Sub-categoria - 01621|10
1638|Sub-categoria - 01638|10
1643|Sub-categoria - 01643|10
1644|Sub-categoria - 01644|10
1649|Sub-categoria - 01649|10
1831|Sub-categoria - 01831|10
1837|Sub-categoria - 01837|10
1839|Sub-categoria - 01839|10
1842|Sub-categoria - 01842|10
2442|Sub-categoria - 02442|10
2463|Sub-categoria - 02463|10
2467|Sub-categoria - 02467|10
3137|Sub-categoria - 03137|10
3417|Sub-categoria - 03417|10
3569|Sub-categoria - 03569|10
3572|Sub-categoria - 03572|10
3581|Sub-categoria - 03581|10
815|Sub-categoria - 00815|11
882|Sub-categoria - 00882|11
1009|Sub-categoria - 01009|11
1013|Sub-categoria - 01013|11
1024|Sub-categoria - 01024|11
1026|Sub-categoria - 01026|11
1030|Sub-categoria - 01030|11
1031|Sub-categoria - 01031|11
1032|Sub-categoria - 01032|11
1034|Sub-categoria - 01034|11
1206|Sub-categoria - 01206|11
1432|Sub-categoria - 01432|11
1450|Sub-categoria - 01450|11
36|Sub-categoria - 00036|12
69|Sub-categoria - 00069|12
79|Sub-categoria - 00079|12
116|Sub-categoria - 00116|12
144|Sub-categoria - 00144|12
180|Sub-categoria - 00180|12
232|Sub-categoria - 00232|12
305|Sub-categoria - 00305|12
306|Sub-categoria - 00306|12
323|Sub-categoria - 00323|12
326|Sub-categoria - 00326|12
328|Sub-categoria - 00328|12
414|Sub-categoria - 00414|12
423|Sub-categoria - 00423|12
464|Sub-categoria - 00464|12
573|Sub-categoria - 00573|12
637|Sub-categoria - 00637|12
765|Sub-categoria - 00765|12
768|Sub-categoria - 00768|12
771|Sub-categoria - 00771|12
864|Sub-categoria - 00864|12
867|Sub-categoria - 00867|12
871|Sub-categoria - 00871|12
872|Sub-categoria - 00872|12
875|Sub-categoria - 00875|12
951|Sub-categoria - 00951|12
959|Sub-categoria - 00959|12
1041|Sub-categoria - 01041|12
1081|Sub-categoria - 01081|12
1123|Sub-categoria - 01123|12
1144|Sub-categoria - 01144|12
1158|Sub-categoria - 01158|12
1243|Sub-categoria - 01243|12
1253|Sub-categoria - 01253|12
1314|Sub-categoria - 01314|12
1343|Sub-categoria - 01343|12
1360|Sub-categoria - 01360|12
1382|Sub-categoria - 01382|12
1465|Sub-categoria - 01465|12
1475|Sub-categoria - 01475|12
1479|Sub-categoria - 01479|12
1487|Sub-categoria - 01487|12
1660|Sub-categoria - 01660|12
1664|Sub-categoria - 01664|12
1715|Sub-categoria - 01715|12
1733|Sub-categoria - 01733|12
1804|Sub-categoria - 01804|12
1810|Sub-categoria - 01810|12
1915|Sub-categoria - 01915|12
1946|Sub-categoria - 01946|12
1962|Sub-categoria - 01962|12
1963|Sub-categoria - 01963|12
1965|Sub-categoria - 01965|12
1996|Sub-categoria - 01996|12
2000|Sub-categoria - 02000|12
2026|Sub-categoria - 02026|12
2028|Sub-categoria - 02028|12
2181|Sub-categoria - 02181|12
2290|Sub-categoria - 02290|12
2306|Sub-categoria - 02306|12
2328|Sub-categoria - 02328|12
2332|Sub-categoria - 02332|12
2419|Sub-categoria - 02419|12
2420|Sub-categoria - 02420|12
2430|Sub-categoria - 02430|12
2875|Sub-categoria - 02875|12
2877|Sub-categoria - 02877|12
2880|Sub-categoria - 02880|12
2881|Sub-categoria - 02881|12
2922|Sub-categoria - 02922|12
2931|Sub-categoria - 02931|12
2937|Sub-categoria - 02937|12
3080|Sub-categoria - 03080|12
3108|Sub-categoria - 03108|12
3111|Sub-categoria - 03111|12
3138|Sub-categoria - 03138|12
3240|Sub-categoria - 03240|12
3341|Sub-categoria - 03341|12
3342|Sub-categoria - 03342|12
3377|Sub-categoria - 03377|12
3484|Sub-categoria - 03484|12
3579|Sub-categoria - 03579|12
1526|Sub-categoria - 01526|13
1653|Sub-categoria - 01653|13
17|Sub-categoria - 00017|14
136|Sub-categoria - 00136|14
188|Sub-categoria - 00188|14
230|Sub-categoria - 00230|14
379|Sub-categoria - 00379|14
390|Sub-categoria - 00390|14
392|Sub-categoria - 00392|14
468|Sub-categoria - 00468|14
676|Sub-categoria - 00676|14
1029|Sub-categoria - 01029|14
1037|Sub-categoria - 01037|14
1188|Sub-categoria - 01188|14
1680|Sub-categoria - 01680|14
1687|Sub-categoria - 01687|14
1710|Sub-categoria - 01710|14
1813|Sub-categoria - 01813|14
1826|Sub-categoria - 01826|14
1873|Sub-categoria - 01873|14
1900|Sub-categoria - 01900|14
1944|Sub-categoria - 01944|14
2001|Sub-categoria - 02001|14
2024|Sub-categoria - 02024|14
2025|Sub-categoria - 02025|14
2133|Sub-categoria - 02133|14
2193|Sub-categoria - 02193|14
2195|Sub-categoria - 02195|14
2263|Sub-categoria - 02263|14
2274|Sub-categoria - 02274|14
2366|Sub-categoria - 02366|14
2510|Sub-categoria - 02510|14
2626|Sub-categoria - 02626|14
2910|Sub-categoria - 02910|14
3018|Sub-categoria - 03018|14
3089|Sub-categoria - 03089|14
3092|Sub-categoria - 03092|14
3104|Sub-categoria - 03104|14
3220|Sub-categoria - 03220|14
3225|Sub-categoria - 03225|14
3280|Sub-categoria - 03280|14
3306|Sub-categoria - 03306|14
3328|Sub-categoria - 03328|14
3331|Sub-categoria - 03331|14
3333|Sub-categoria - 03333|14
3360|Sub-categoria - 03360|14
3380|Sub-categoria - 03380|14
3384|Sub-categoria - 03384|14
3385|Sub-categoria - 03385|14
3388|Sub-categoria - 03388|14
3390|Sub-categoria - 03390|14
3432|Sub-categoria - 03432|14
3436|Sub-categoria - 03436|14
3610|Sub-categoria - 03610|14
3613|Sub-categoria - 03613|14
50|Sub-categoria - 00050|15
60|Sub-categoria - 00060|15
175|Sub-categoria - 00175|15
410|Sub-categoria - 00410|15
444|Sub-categoria - 00444|15
456|Sub-categoria - 00456|15
995|Sub-categoria - 00995|15
1001|Sub-categoria - 01001|15
1003|Sub-categoria - 01003|15
1018|Sub-categoria - 01018|15
1235|Sub-categoria - 01235|15
1256|Sub-categoria - 01256|15
1580|Sub-categoria - 01580|15
1623|Sub-categoria - 01623|15
1674|Sub-categoria - 01674|15
1683|Sub-categoria - 01683|15
1799|Sub-categoria - 01799|15
1800|Sub-categoria - 01800|15
1803|Sub-categoria - 01803|15
1805|Sub-categoria - 01805|15
1808|Sub-categoria - 01808|15
1809|Sub-categoria - 01809|15
1961|Sub-categoria - 01961|15
2169|Sub-categoria - 02169|15
2171|Sub-categoria - 02171|15
2172|Sub-categoria - 02172|15
2199|Sub-categoria - 02199|15
2309|Sub-categoria - 02309|15
2343|Sub-categoria - 02343|15
2449|Sub-categoria - 02449|15
2930|Sub-categoria - 02930|15
2967|Sub-categoria - 02967|15
3008|Sub-categoria - 03008|15
3009|Sub-categoria - 03009|15
3013|Sub-categoria - 03013|15
3401|Sub-categoria - 03401|15
3480|Sub-categoria - 03480|15
3620|Sub-categoria - 03620|15
66|Sub-categoria - 00066|16
68|Sub-categoria - 00068|16
91|Sub-categoria - 00091|16
120|Sub-categoria - 00120|16
324|Sub-categoria - 00324|16
633|Sub-categoria - 00633|16
1043|Sub-categoria - 01043|16
1151|Sub-categoria - 01151|16
1213|Sub-categoria - 01213|16
1308|Sub-categoria - 01308|16
1309|Sub-categoria - 01309|16
1310|Sub-categoria - 01310|16
1311|Sub-categoria - 01311|16
1312|Sub-categoria - 01312|16
1422|Sub-categoria - 01422|16
1425|Sub-categoria - 01425|16
1455|Sub-categoria - 01455|16
1491|Sub-categoria - 01491|16
1563|Sub-categoria - 01563|16
1611|Sub-categoria - 01611|16
1669|Sub-categoria - 01669|16
1859|Sub-categoria - 01859|16
2105|Sub-categoria - 02105|16
2106|Sub-categoria - 02106|16
2107|Sub-categoria - 02107|16
2108|Sub-categoria - 02108|16
2109|Sub-categoria - 02109|16
2142|Sub-categoria - 02142|16
2174|Sub-categoria - 02174|16
2178|Sub-categoria - 02178|16
2179|Sub-categoria - 02179|16
2207|Sub-categoria - 02207|16
2301|Sub-categoria - 02301|16
2307|Sub-categoria - 02307|16
2512|Sub-categoria - 02512|16
2524|Sub-categoria - 02524|16
2536|Sub-categoria - 02536|16
2546|Sub-categoria - 02546|16
2795|Sub-categoria - 02795|16
2891|Sub-categoria - 02891|16
2950|Sub-categoria - 02950|16
3139|Sub-categoria - 03139|16
3190|Sub-categoria - 03190|16
3207|Sub-categoria - 03207|16
3409|Sub-categoria - 03409|16
3422|Sub-categoria - 03422|16
3423|Sub-categoria - 03423|16
3485|Sub-categoria - 03485|16
3539|Sub-categoria - 03539|16
33|Sub-categoria - 00033|17
41|Sub-categoria - 00041|17
55|Sub-categoria - 00055|17
88|Sub-categoria - 00088|17
131|Sub-categoria - 00131|17
316|Sub-categoria - 00316|17
327|Sub-categoria - 00327|17
350|Sub-categoria - 00350|17
415|Sub-categoria - 00415|17
499|Sub-categoria - 00499|17
511|Sub-categoria - 00511|17
516|Sub-categoria - 00516|17
524|Sub-categoria - 00524|17
536|Sub-categoria - 00536|17
546|Sub-categoria - 00546|17
721|Sub-categoria - 00721|17
779|Sub-categoria - 00779|17
926|Sub-categoria - 00926|17
934|Sub-categoria - 00934|17
957|Sub-categoria - 00957|17
1014|Sub-categoria - 01014|17
1120|Sub-categoria - 01120|17
1140|Sub-categoria - 01140|17
1156|Sub-categoria - 01156|17
1218|Sub-categoria - 01218|17
1497|Sub-categoria - 01497|17
1517|Sub-categoria - 01517|17
1684|Sub-categoria - 01684|17
1757|Sub-categoria - 01757|17
1848|Sub-categoria - 01848|17
1852|Sub-categoria - 01852|17
1869|Sub-categoria - 01869|17
1871|Sub-categoria - 01871|17
1878|Sub-categoria - 01878|17
1879|Sub-categoria - 01879|17
1881|Sub-categoria - 01881|17
1885|Sub-categoria - 01885|17
1886|Sub-categoria - 01886|17
1899|Sub-categoria - 01899|17
1935|Sub-categoria - 01935|17
1940|Sub-categoria - 01940|17
1950|Sub-categoria - 01950|17
1953|Sub-categoria - 01953|17
1958|Sub-categoria - 01958|17
2036|Sub-categoria - 02036|17
2049|Sub-categoria - 02049|17
2070|Sub-categoria - 02070|17
2081|Sub-categoria - 02081|17
2085|Sub-categoria - 02085|17
2092|Sub-categoria - 02092|17
2098|Sub-categoria - 02098|17
2101|Sub-categoria - 02101|17
2200|Sub-categoria - 02200|17
2311|Sub-categoria - 02311|17
2748|Sub-categoria - 02748|17
2774|Sub-categoria - 02774|17
2793|Sub-categoria - 02793|17
2858|Sub-categoria - 02858|17
2865|Sub-categoria - 02865|17
2945|Sub-categoria - 02945|17
2958|Sub-categoria - 02958|17
2966|Sub-categoria - 02966|17
2970|Sub-categoria - 02970|17
2985|Sub-categoria - 02985|17
3021|Sub-categoria - 03021|17
3140|Sub-categoria - 03140|17
3178|Sub-categoria - 03178|17
3336|Sub-categoria - 03336|17
3351|Sub-categoria - 03351|17
3472|Sub-categoria - 03472|17
3492|Sub-categoria - 03492|17
3574|Sub-categoria - 03574|17
3612|Sub-categoria - 03612|17
32|Sub-categoria - 00032|18
35|Sub-categoria - 00035|18
38|Sub-categoria - 00038|18
51|Sub-categoria - 00051|18
58|Sub-categoria - 00058|18
71|Sub-categoria - 00071|18
148|Sub-categoria - 00148|18
169|Sub-categoria - 00169|18
170|Sub-categoria - 00170|18
179|Sub-categoria - 00179|18
186|Sub-categoria - 00186|18
204|Sub-categoria - 00204|18
281|Sub-categoria - 00281|18
282|Sub-categoria - 00282|18
290|Sub-categoria - 00290|18
294|Sub-categoria - 00294|18
308|Sub-categoria - 00308|18
311|Sub-categoria - 00311|18
330|Sub-categoria - 00330|18
344|Sub-categoria - 00344|18
346|Sub-categoria - 00346|18
348|Sub-categoria - 00348|18
364|Sub-categoria - 00364|18
398|Sub-categoria - 00398|18
403|Sub-categoria - 00403|18
422|Sub-categoria - 00422|18
429|Sub-categoria - 00429|18
483|Sub-categoria - 00483|18
492|Sub-categoria - 00492|18
504|Sub-categoria - 00504|18
518|Sub-categoria - 00518|18
528|Sub-categoria - 00528|18
532|Sub-categoria - 00532|18
566|Sub-categoria - 00566|18
572|Sub-categoria - 00572|18
582|Sub-categoria - 00582|18
584|Sub-categoria - 00584|18
585|Sub-categoria - 00585|18
588|Sub-categoria - 00588|18
592|Sub-categoria - 00592|18
597|Sub-categoria - 00597|18
604|Sub-categoria - 00604|18
607|Sub-categoria - 00607|18
610|Sub-categoria - 00610|18
611|Sub-categoria - 00611|18
614|Sub-categoria - 00614|18
616|Sub-categoria - 00616|18
629|Sub-categoria - 00629|18
645|Sub-categoria - 00645|18
649|Sub-categoria - 00649|18
653|Sub-categoria - 00653|18
654|Sub-categoria - 00654|18
655|Sub-categoria - 00655|18
659|Sub-categoria - 00659|18
671|Sub-categoria - 00671|18
675|Sub-categoria - 00675|18
681|Sub-categoria - 00681|18
691|Sub-categoria - 00691|18
698|Sub-categoria - 00698|18
699|Sub-categoria - 00699|18
701|Sub-categoria - 00701|18
703|Sub-categoria - 00703|18
704|Sub-categoria - 00704|18
708|Sub-categoria - 00708|18
712|Sub-categoria - 00712|18
713|Sub-categoria - 00713|18
714|Sub-categoria - 00714|18
732|Sub-categoria - 00732|18
746|Sub-categoria - 00746|18
747|Sub-categoria - 00747|18
756|Sub-categoria - 00756|18
764|Sub-categoria - 00764|18
776|Sub-categoria - 00776|18
782|Sub-categoria - 00782|18
789|Sub-categoria - 00789|18
805|Sub-categoria - 00805|18
873|Sub-categoria - 00873|18
878|Sub-categoria - 00878|18
884|Sub-categoria - 00884|18
888|Sub-categoria - 00888|18
899|Sub-categoria - 00899|18
907|Sub-categoria - 00907|18
909|Sub-categoria - 00909|18
937|Sub-categoria - 00937|18
953|Sub-categoria - 00953|18
960|Sub-categoria - 00960|18
1000|Sub-categoria - 01000|18
1002|Sub-categoria - 01002|18
1004|Sub-categoria - 01004|18
1008|Sub-categoria - 01008|18
1022|Sub-categoria - 01022|18
1033|Sub-categoria - 01033|18
1046|Sub-categoria - 01046|18
1049|Sub-categoria - 01049|18
1064|Sub-categoria - 01064|18
1066|Sub-categoria - 01066|18
1069|Sub-categoria - 01069|18
1080|Sub-categoria - 01080|18
1084|Sub-categoria - 01084|18
1086|Sub-categoria - 01086|18
1093|Sub-categoria - 01093|18
1096|Sub-categoria - 01096|18
1097|Sub-categoria - 01097|18
1099|Sub-categoria - 01099|18
1101|Sub-categoria - 01101|18
1118|Sub-categoria - 01118|18
1121|Sub-categoria - 01121|18
1125|Sub-categoria - 01125|18
1139|Sub-categoria - 01139|18
1155|Sub-categoria - 01155|18
1167|Sub-categoria - 01167|18
1173|Sub-categoria - 01173|18
1174|Sub-categoria - 01174|18
1177|Sub-categoria - 01177|18
1191|Sub-categoria - 01191|18
1216|Sub-categoria - 01216|18
1237|Sub-categoria - 01237|18
1255|Sub-categoria - 01255|18
1260|Sub-categoria - 01260|18
1279|Sub-categoria - 01279|18
1289|Sub-categoria - 01289|18
1304|Sub-categoria - 01304|18
1322|Sub-categoria - 01322|18
1328|Sub-categoria - 01328|18
1349|Sub-categoria - 01349|18
1357|Sub-categoria - 01357|18
1358|Sub-categoria - 01358|18
1384|Sub-categoria - 01384|18
1401|Sub-categoria - 01401|18
1407|Sub-categoria - 01407|18
1431|Sub-categoria - 01431|18
1437|Sub-categoria - 01437|18
1440|Sub-categoria - 01440|18
1463|Sub-categoria - 01463|18
1494|Sub-categoria - 01494|18
1504|Sub-categoria - 01504|18
1507|Sub-categoria - 01507|18
1515|Sub-categoria - 01515|18
1519|Sub-categoria - 01519|18
1527|Sub-categoria - 01527|18
1536|Sub-categoria - 01536|18
1543|Sub-categoria - 01543|18
1562|Sub-categoria - 01562|18
1596|Sub-categoria - 01596|18
1602|Sub-categoria - 01602|18
1608|Sub-categoria - 01608|18
1617|Sub-categoria - 01617|18
1619|Sub-categoria - 01619|18
1622|Sub-categoria - 01622|18
1629|Sub-categoria - 01629|18
1666|Sub-categoria - 01666|18
1692|Sub-categoria - 01692|18
1701|Sub-categoria - 01701|18
1702|Sub-categoria - 01702|18
1806|Sub-categoria - 01806|18
1815|Sub-categoria - 01815|18
1818|Sub-categoria - 01818|18
1824|Sub-categoria - 01824|18
1840|Sub-categoria - 01840|18
1851|Sub-categoria - 01851|18
1855|Sub-categoria - 01855|18
1856|Sub-categoria - 01856|18
1857|Sub-categoria - 01857|18
1858|Sub-categoria - 01858|18
1860|Sub-categoria - 01860|18
1861|Sub-categoria - 01861|18
1862|Sub-categoria - 01862|18
1863|Sub-categoria - 01863|18
1864|Sub-categoria - 01864|18
1865|Sub-categoria - 01865|18
1866|Sub-categoria - 01866|18
1867|Sub-categoria - 01867|18
1868|Sub-categoria - 01868|18
1870|Sub-categoria - 01870|18
1875|Sub-categoria - 01875|18
1876|Sub-categoria - 01876|18
1877|Sub-categoria - 01877|18
1880|Sub-categoria - 01880|18
1883|Sub-categoria - 01883|18
1888|Sub-categoria - 01888|18
1890|Sub-categoria - 01890|18
1891|Sub-categoria - 01891|18
1892|Sub-categoria - 01892|18
1893|Sub-categoria - 01893|18
1894|Sub-categoria - 01894|18
1895|Sub-categoria - 01895|18
1896|Sub-categoria - 01896|18
1897|Sub-categoria - 01897|18
1898|Sub-categoria - 01898|18
1902|Sub-categoria - 01902|18
1903|Sub-categoria - 01903|18
1904|Sub-categoria - 01904|18
1906|Sub-categoria - 01906|18
1909|Sub-categoria - 01909|18
1910|Sub-categoria - 01910|18
1916|Sub-categoria - 01916|18
1918|Sub-categoria - 01918|18
1924|Sub-categoria - 01924|18
1933|Sub-categoria - 01933|18
1938|Sub-categoria - 01938|18
1980|Sub-categoria - 01980|18
2011|Sub-categoria - 02011|18
2168|Sub-categoria - 02168|18
2210|Sub-categoria - 02210|18
2213|Sub-categoria - 02213|18
2218|Sub-categoria - 02218|18
2256|Sub-categoria - 02256|18
2318|Sub-categoria - 02318|18
2365|Sub-categoria - 02365|18
2427|Sub-categoria - 02427|18
2440|Sub-categoria - 02440|18
2441|Sub-categoria - 02441|18
2450|Sub-categoria - 02450|18
2460|Sub-categoria - 02460|18
2466|Sub-categoria - 02466|18
2477|Sub-categoria - 02477|18
2485|Sub-categoria - 02485|18
2505|Sub-categoria - 02505|18
2507|Sub-categoria - 02507|18
2519|Sub-categoria - 02519|18
2522|Sub-categoria - 02522|18
2806|Sub-categoria - 02806|18
2810|Sub-categoria - 02810|18
2816|Sub-categoria - 02816|18
2823|Sub-categoria - 02823|18
2832|Sub-categoria - 02832|18
2864|Sub-categoria - 02864|18
2870|Sub-categoria - 02870|18
2873|Sub-categoria - 02873|18
2874|Sub-categoria - 02874|18
2898|Sub-categoria - 02898|18
2913|Sub-categoria - 02913|18
2936|Sub-categoria - 02936|18
2939|Sub-categoria - 02939|18
2946|Sub-categoria - 02946|18
2964|Sub-categoria - 02964|18
2965|Sub-categoria - 02965|18
2968|Sub-categoria - 02968|18
2969|Sub-categoria - 02969|18
2981|Sub-categoria - 02981|18
2988|Sub-categoria - 02988|18
2992|Sub-categoria - 02992|18
3012|Sub-categoria - 03012|18
3020|Sub-categoria - 03020|18
3025|Sub-categoria - 03025|18
3090|Sub-categoria - 03090|18
3112|Sub-categoria - 03112|18
3123|Sub-categoria - 03123|18
3141|Sub-categoria - 03141|18
3167|Sub-categoria - 03167|18
3168|Sub-categoria - 03168|18
3177|Sub-categoria - 03177|18
3193|Sub-categoria - 03193|18
3216|Sub-categoria - 03216|18
3243|Sub-categoria - 03243|18
3256|Sub-categoria - 03256|18
3326|Sub-categoria - 03326|18
3330|Sub-categoria - 03330|18
3343|Sub-categoria - 03343|18
3350|Sub-categoria - 03350|18
3353|Sub-categoria - 03353|18
3356|Sub-categoria - 03356|18
3362|Sub-categoria - 03362|18
3369|Sub-categoria - 03369|18
3370|Sub-categoria - 03370|18
3371|Sub-categoria - 03371|18
3372|Sub-categoria - 03372|18
3373|Sub-categoria - 03373|18
3394|Sub-categoria - 03394|18
3395|Sub-categoria - 03395|18
3400|Sub-categoria - 03400|18
3413|Sub-categoria - 03413|18
3428|Sub-categoria - 03428|18
3444|Sub-categoria - 03444|18
3445|Sub-categoria - 03445|18
3448|Sub-categoria - 03448|18
3449|Sub-categoria - 03449|18
3450|Sub-categoria - 03450|18
3451|Sub-categoria - 03451|18
3470|Sub-categoria - 03470|18
3473|Sub-categoria - 03473|18
3475|Sub-categoria - 03475|18
3481|Sub-categoria - 03481|18
3483|Sub-categoria - 03483|18
3490|Sub-categoria - 03490|18
3495|Sub-categoria - 03495|18
3497|Sub-categoria - 03497|18
3507|Sub-categoria - 03507|18
3545|Sub-categoria - 03545|18
3551|Sub-categoria - 03551|18
3553|Sub-categoria - 03553|18
3554|Sub-categoria - 03554|18
3556|Sub-categoria - 03556|18
3563|Sub-categoria - 03563|18
3570|Sub-categoria - 03570|18
3571|Sub-categoria - 03571|18
3606|Sub-categoria - 03606|18
3607|Sub-categoria - 03607|18
3614|Sub-categoria - 03614|18
262|Sub-categoria - 00262|19
292|Sub-categoria - 00292|19
320|Sub-categoria - 00320|19
325|Sub-categoria - 00325|19
427|Sub-categoria - 00427|19
436|Sub-categoria - 00436|19
856|Sub-categoria - 00856|19
962|Sub-categoria - 00962|19
1027|Sub-categoria - 01027|19
1232|Sub-categoria - 01232|19
1388|Sub-categoria - 01388|19
1480|Sub-categoria - 01480|19
1568|Sub-categoria - 01568|19
1625|Sub-categoria - 01625|19
1652|Sub-categoria - 01652|19
1790|Sub-categoria - 01790|19
1795|Sub-categoria - 01795|19
1797|Sub-categoria - 01797|19
1798|Sub-categoria - 01798|19
1807|Sub-categoria - 01807|19
1811|Sub-categoria - 01811|19
1884|Sub-categoria - 01884|19
1917|Sub-categoria - 01917|19
3142|Sub-categoria - 03142|19
3274|Sub-categoria - 03274|19
3521|Sub-categoria - 03521|19
3530|Sub-categoria - 03530|19
3562|Sub-categoria - 03562|19
3584|Sub-categoria - 03584|19
3585|Sub-categoria - 03585|19
3586|Sub-categoria - 03586|19
2150|Sub-categoria - 02150|20
2152|Sub-categoria - 02152|20
2155|Sub-categoria - 02155|20
2156|Sub-categoria - 02156|20
2157|Sub-categoria - 02157|20
2158|Sub-categoria - 02158|20
2159|Sub-categoria - 02159|20
2160|Sub-categoria - 02160|20
2161|Sub-categoria - 02161|20
3033|Sub-categoria - 03033|20
3035|Sub-categoria - 03035|20
3036|Sub-categoria - 03036|20
3040|Sub-categoria - 03040|20
3043|Sub-categoria - 03043|20
3044|Sub-categoria - 03044|20
3045|Sub-categoria - 03045|20
3047|Sub-categoria - 03047|20
3048|Sub-categoria - 03048|20
3049|Sub-categoria - 03049|20
3053|Sub-categoria - 03053|20
3057|Sub-categoria - 03057|20
3061|Sub-categoria - 03061|20
3062|Sub-categoria - 03062|20
3064|Sub-categoria - 03064|20
3143|Sub-categoria - 03143|20
3|Sub-categoria - 00003|21
13|Sub-categoria - 00013|21
22|Sub-categoria - 00022|21
27|Sub-categoria - 00027|21
97|Sub-categoria - 00097|21
130|Sub-categoria - 00130|21
135|Sub-categoria - 00135|21
138|Sub-categoria - 00138|21
142|Sub-categoria - 00142|21
150|Sub-categoria - 00150|21
154|Sub-categoria - 00154|21
156|Sub-categoria - 00156|21
191|Sub-categoria - 00191|21
193|Sub-categoria - 00193|21
199|Sub-categoria - 00199|21
200|Sub-categoria - 00200|21
206|Sub-categoria - 00206|21
207|Sub-categoria - 00207|21
209|Sub-categoria - 00209|21
210|Sub-categoria - 00210|21
211|Sub-categoria - 00211|21
212|Sub-categoria - 00212|21
213|Sub-categoria - 00213|21
216|Sub-categoria - 00216|21
217|Sub-categoria - 00217|21
229|Sub-categoria - 00229|21
238|Sub-categoria - 00238|21
239|Sub-categoria - 00239|21
244|Sub-categoria - 00244|21
245|Sub-categoria - 00245|21
249|Sub-categoria - 00249|21
252|Sub-categoria - 00252|21
253|Sub-categoria - 00253|21
284|Sub-categoria - 00284|21
338|Sub-categoria - 00338|21
342|Sub-categoria - 00342|21
371|Sub-categoria - 00371|21
467|Sub-categoria - 00467|21
506|Sub-categoria - 00506|21
598|Sub-categoria - 00598|21
729|Sub-categoria - 00729|21
733|Sub-categoria - 00733|21
773|Sub-categoria - 00773|21
985|Sub-categoria - 00985|21
1005|Sub-categoria - 01005|21
1038|Sub-categoria - 01038|21
1067|Sub-categoria - 01067|21
1072|Sub-categoria - 01072|21
1100|Sub-categoria - 01100|21
1124|Sub-categoria - 01124|21
1153|Sub-categoria - 01153|21
1164|Sub-categoria - 01164|21
1165|Sub-categoria - 01165|21
1199|Sub-categoria - 01199|21
1201|Sub-categoria - 01201|21
1207|Sub-categoria - 01207|21
1209|Sub-categoria - 01209|21
1254|Sub-categoria - 01254|21
1261|Sub-categoria - 01261|21
1416|Sub-categoria - 01416|21
1417|Sub-categoria - 01417|21
1419|Sub-categoria - 01419|21
1460|Sub-categoria - 01460|21
1474|Sub-categoria - 01474|21
1493|Sub-categoria - 01493|21
1511|Sub-categoria - 01511|21
1537|Sub-categoria - 01537|21
1586|Sub-categoria - 01586|21
1671|Sub-categoria - 01671|21
1698|Sub-categoria - 01698|21
1704|Sub-categoria - 01704|21
1738|Sub-categoria - 01738|21
1761|Sub-categoria - 01761|21
1766|Sub-categoria - 01766|21
1769|Sub-categoria - 01769|21
1777|Sub-categoria - 01777|21
1785|Sub-categoria - 01785|21
1802|Sub-categoria - 01802|21
1942|Sub-categoria - 01942|21
1955|Sub-categoria - 01955|21
