id_produto|ds_produto|id_subcategoria
4227727|Produto - 0004227727|1167
4256602|Produto - 0004256602|3551
4266058|Produto - 0004266058|2906
4274584|Produto - 0004274584|1666
4283855|Produto - 0004283855|2164
4287652|Produto - 0004287652|2213
4292302|Produto - 0004292302|2911
4301909|Produto - 0004301909|1292
4312321|Produto - 0004312321|1588
4314389|Produto - 0004314389|1512
4320572|Produto - 0004320572|1588
4324686|Produto - 0004324686|1512
4339413|Produto - 0004339413|2948
4341789|Produto - 0004341789|1187
4346158|Produto - 0004346158|685
4349243|Produto - 0004349243|2484
4349250|Produto - 0004349250|1588
4359625|Produto - 0004359625|1111
4367166|Produto - 0004367166|566
4370847|Produto - 0004370847|1630
4371877|Produto - 0004371877|886
4397122|Produto - 0004397122|1588
4400037|Produto - 0004400037|533
4407204|Produto - 0004407204|1588
4414470|Produto - 0004414470|1318
4420168|Produto - 0004420168|2906
4423716|Produto - 0004423716|1318
4453778|Produto - 0004453778|1090
4464255|Produto - 0004464255|1890
4470312|Produto - 0004470312|1588
4477717|Produto - 0004477717|3551
4485526|Produto - 0004485526|1007
4513529|Produto - 0004513529|3551
4527279|Produto - 0004527279|1330
4534411|Produto - 0004534411|1588
4535288|Produto - 0004535288|1167
4536491|Produto - 0004536491|1111
4540292|Produto - 0004540292|1090
4555950|Produto - 0004555950|1216
4562603|Produto - 0004562603|757
4570165|Produto - 0004570165|3551
4578499|Produto - 0004578499|509
4582618|Produto - 0004582618|1216
4584712|Produto - 0004584712|3551
4587002|Produto - 0004587002|3150
4600525|Produto - 0004600525|1318
4601379|Produto - 0004601379|1041
4601433|Produto - 0004601433|2861
4632686|Produto - 0004632686|1588
4633715|Produto - 0004633715|1044
4638514|Produto - 0004638514|2213
4639648|Produto - 0004639648|1683
4664826|Produto - 0004664826|2213
4667130|Produto - 0004667130|1052
4695412|Produto - 0004695412|1542
4696064|Produto - 0004696064|2484
4705075|Produto - 0004705075|1187
4713252|Produto - 0004713252|1318
4721751|Produto - 0004721751|2911
4730537|Produto - 0004730537|1111
4731182|Produto - 0004731182|3551
4732639|Produto - 0004732639|3551
4738485|Produto - 0004738485|2197
4740294|Produto - 0004740294|634
4753138|Produto - 0004753138|3497
4753436|Produto - 0004753436|1318
4767158|Produto - 0004767158|889
4776552|Produto - 0004776552|1052
4780231|Produto - 0004780231|1512
4784786|Produto - 0004784786|1187
4794876|Produto - 0004794876|1318
4801826|Produto - 0004801826|3551
4803392|Produto - 0004803392|1052
4821662|Produto - 0004821662|889
4826139|Produto - 0004826139|3150
4836565|Produto - 0004836565|1588
4837594|Produto - 0004837594|749
4840184|Produto - 0004840184|1292
4851073|Produto - 0004851073|1318
4861747|Produto - 0004861747|1318
4861831|Produto - 0004861831|1588
4864258|Produto - 0004864258|1512
4865802|Produto - 0004865802|1890
4879298|Produto - 0004879298|1588
4882323|Produto - 0004882323|2911
4886417|Produto - 0004886417|509
4893327|Produto - 0004893327|2908
4901530|Produto - 0004901530|1588
4915612|Produto - 0004915612|1890
4933875|Produto - 0004933875|1167
4963523|Produto - 0004963523|3551
4973388|Produto - 0004973388|1588
4978433|Produto - 0004978433|1641
4979400|Produto - 0004979400|3551
4992396|Produto - 0004992396|893
4996389|Produto - 0004996389|1890
5007569|Produto - 0005007569|1588
5010083|Produto - 0005010083|3551
5013508|Produto - 0005013508|1904
5031222|Produto - 0005031222|685
5037279|Produto - 0005037279|3150
5045240|Produto - 0005045240|2992
5050933|Produto - 0005050933|567
5070677|Produto - 0005070677|2906
5075245|Produto - 0005075245|1167
53121|Produto - 0000053121|187
56925|Produto - 0000056925|1610
85355|Produto - 0000085355|3324
111141|Produto - 0000111141|1685
236248|Produto - 0000236248|82
257940|Produto - 0000257940|152
299689|Produto - 0000299689|1880
306923|Produto - 0000306923|2370
311042|Produto - 0000311042|1147
313013|Produto - 0000313013|419
319951|Produto - 0000319951|3600
321457|Produto - 0000321457|2313
383825|Produto - 0000383825|319
384714|Produto - 0000384714|152
385477|Produto - 0000385477|3228
386147|Produto - 0000386147|314
386434|Produto - 0000386434|3132
387805|Produto - 0000387805|100
394028|Produto - 0000394028|1930
406182|Produto - 0000406182|3194
440482|Produto - 0000440482|2908
442781|Produto - 0000442781|2906
450285|Produto - 0000450285|1588
452451|Produto - 0000452451|3150
452659|Produto - 0000452659|3551
457255|Produto - 0000457255|1588
457383|Produto - 0000457383|757
484630|Produto - 0000484630|1666
495730|Produto - 0000495730|1641
518294|Produto - 0000518294|889
538775|Produto - 0000538775|2906
543961|Produto - 0000543961|2906
547651|Produto - 0000547651|1292
572509|Produto - 0000572509|1895
592093|Produto - 0000592093|2992
601895|Produto - 0000601895|1053
605823|Produto - 0000605823|1090
615725|Produto - 0000615725|757
641073|Produto - 0000641073|1216
643950|Produto - 0000643950|509
667200|Produto - 0000667200|3551
667760|Produto - 0000667760|1512
674032|Produto - 0000674032|1588
682078|Produto - 0000682078|1167
689171|Produto - 0000689171|509
719520|Produto - 0000719520|3551
727028|Produto - 0000727028|503
729610|Produto - 0000729610|2502
751381|Produto - 0000751381|3150
776578|Produto - 0000776578|2918
789447|Produto - 0000789447|1318
827604|Produto - 0000827604|1588
834647|Produto - 0000834647|634
836236|Produto - 0000836236|2906
844685|Produto - 0000844685|1111
858284|Produto - 0000858284|1588
865888|Produto - 0000865888|3497
880087|Produto - 0000880087|1302
887757|Produto - 0000887757|1292
891774|Produto - 0000891774|576
901083|Produto - 0000901083|1111
913829|Produto - 0000913829|509
920747|Produto - 0000920747|1588
924540|Produto - 0000924540|3252
926245|Produto - 0000926245|3551
937072|Produto - 0000937072|301
939606|Produto - 0000939606|1111
971874|Produto - 0000971874|2906
975539|Produto - 0000975539|886
983697|Produto - 0000983697|1588
989044|Produto - 0000989044|1111
992512|Produto - 0000992512|1641
1007722|Produto - 0001007722|2213
1011288|Produto - 0001011288|2906
1025666|Produto - 0001025666|685
1029174|Produto - 0001029174|3551
1043640|Produto - 0001043640|685
1047380|Produto - 0001047380|1588
1047483|Produto - 0001047483|1111
1060250|Produto - 0001060250|567
1068929|Produto - 0001068929|757
1079763|Produto - 0001079763|1588
1080462|Produto - 0001080462|1610
1089410|Produto - 0001089410|757
1105174|Produto - 0001105174|1111
1114556|Produto - 0001114556|2860
1119363|Produto - 0001119363|1167
1133549|Produto - 0001133549|3228
1135309|Produto - 0001135309|170
1151842|Produto - 0001151842|1216
1162057|Produto - 0001162057|3150
1165464|Produto - 0001165464|757
1184627|Produto - 0001184627|687
1185814|Produto - 0001185814|1167
1197616|Produto - 0001197616|1588
1200995|Produto - 0001200995|1641
1211999|Produto - 0001211999|3551
1225265|Produto - 0001225265|1318
1230348|Produto - 0001230348|82
1252719|Produto - 0001252719|1588
1260132|Produto - 0001260132|1216
1274171|Produto - 0001274171|1318
1277527|Produto - 0001277527|1588
1280985|Produto - 0001280985|3551
1309570|Produto - 0001309570|757
1321130|Produto - 0001321130|3150
1327000|Produto - 0001327000|1588
1328750|Produto - 0001328750|1588
1341313|Produto - 0001341313|3551
1353840|Produto - 0001353840|3551
1353841|Produto - 0001353841|1044
1355512|Produto - 0001355512|910
1357315|Produto - 0001357315|1588
1367344|Produto - 0001367344|1111
1376044|Produto - 0001376044|3551
1412330|Produto - 0001412330|509
1415422|Produto - 0001415422|1167
1429380|Produto - 0001429380|691
1438489|Produto - 0001438489|1588
1438973|Produto - 0001438973|1348
1439668|Produto - 0001439668|1318
1447205|Produto - 0001447205|3551
1455873|Produto - 0001455873|1318
1469561|Produto - 0001469561|1322
1471919|Produto - 0001471919|1370
1488430|Produto - 0001488430|645
1489925|Produto - 0001489925|401
1492615|Produto - 0001492615|1318
1494611|Produto - 0001494611|2992
1503904|Produto - 0001503904|336
1526628|Produto - 0001526628|566
1526666|Produto - 0001526666|1052
1535586|Produto - 0001535586|1167
1537318|Produto - 0001537318|1111
1549814|Produto - 0001549814|2871
1549929|Produto - 0001549929|645
1557320|Produto - 0001557320|1673
1564702|Produto - 0001564702|1111
1573996|Produto - 0001573996|1588
1576759|Produto - 0001576759|3551
1592228|Produto - 0001592228|1588
1595412|Produto - 0001595412|509
1617521|Produto - 0001617521|1588
1620871|Produto - 0001620871|2906
1621653|Produto - 0001621653|1111
1639745|Produto - 0001639745|3551
1641049|Produto - 0001641049|1262
1661314|Produto - 0001661314|567
1676196|Produto - 0001676196|1610
1678929|Produto - 0001678929|1162
1679586|Produto - 0001679586|948
1693344|Produto - 0001693344|3551
1710941|Produto - 0001710941|1216
1734813|Produto - 0001734813|895
1737454|Produto - 0001737454|3551
1743172|Produto - 0001743172|3551
1755745|Produto - 0001755745|567
1773468|Produto - 0001773468|1187
1782566|Produto - 0001782566|3150
1798113|Produto - 0001798113|2153
1813731|Produto - 0001813731|2911
1826827|Produto - 0001826827|1167
1841070|Produto - 0001841070|1666
1845482|Produto - 0001845482|2179
1847132|Produto - 0001847132|1167
1866501|Produto - 0001866501|1673
1891017|Produto - 0001891017|1588
1895296|Produto - 0001895296|566
1908315|Produto - 0001908315|1481
1930419|Produto - 0001930419|1588
1930981|Produto - 0001930981|3150
1931063|Produto - 0001931063|2393
1939195|Produto - 0001939195|1318
1941209|Produto - 0001941209|3551
1949087|Produto - 0001949087|1588
1952670|Produto - 0001952670|1588
1954758|Produto - 0001954758|1111
1955663|Produto - 0001955663|1641
1985114|Produto - 0001985114|685
1988818|Produto - 0001988818|1167
1999418|Produto - 0001999418|1641
2013421|Produto - 0002013421|1111
2014463|Produto - 0002014463|1322
2034286|Produto - 0002034286|3551
2041973|Produto - 0002041973|1666
2055382|Produto - 0002055382|3551
2065203|Produto - 0002065203|1111
2089019|Produto - 0002089019|1167
2112805|Produto - 0002112805|685
2118621|Produto - 0002118621|3150
2122675|Produto - 0002122675|1641
2122744|Produto - 0002122744|757
2143737|Produto - 0002143737|509
2186162|Produto - 0002186162|1890
2206450|Produto - 0002206450|1588
2218913|Produto - 0002218913|1216
2232532|Produto - 0002232532|1292
2238490|Produto - 0002238490|645
2239445|Produto - 0002239445|1090
2243802|Produto - 0002243802|1588
2245948|Produto - 0002245948|1318
2280712|Produto - 0002280712|3551
2283447|Produto - 0002283447|1167
2323820|Produto - 0002323820|1790
2325396|Produto - 0002325396|1262
2341378|Produto - 0002341378|1588
2341534|Produto - 0002341534|948
2375155|Produto - 0002375155|1588
2378463|Produto - 0002378463|1666
2381077|Produto - 0002381077|1318
2400035|Produto - 0002400035|1318
2401845|Produto - 0002401845|1318
2417538|Produto - 0002417538|2906
2427081|Produto - 0002427081|1318
2437187|Produto - 0002437187|2906
2440931|Produto - 0002440931|1337
2445395|Produto - 0002445395|2861
2473240|Produto - 0002473240|170
2500939|Produto - 0002500939|1111
2503168|Produto - 0002503168|1588
2509575|Produto - 0002509575|3551
2512194|Produto - 0002512194|2911
2519145|Produto - 0002519145|567
2525394|Produto - 0002525394|3551
2530687|Produto - 0002530687|1167
2544311|Produto - 0002544311|1167
2549586|Produto - 0002549586|2466
2559448|Produto - 0002559448|2906
2565491|Produto - 0002565491|1666
2566297|Produto - 0002566297|1125
2569832|Produto - 0002569832|2869
2570017|Produto - 0002570017|3237
2571838|Produto - 0002571838|1641
2572668|Produto - 0002572668|2861
2594603|Produto - 0002594603|1322
2597922|Produto - 0002597922|1187
2603352|Produto - 0002603352|1318
2608255|Produto - 0002608255|1111
2615059|Produto - 0002615059|1111
2617459|Produto - 0002617459|3150
2637907|Produto - 0002637907|1052
2653690|Produto - 0002653690|1588
2654270|Produto - 0002654270|2934
2661438|Produto - 0002661438|1318
2675164|Produto - 0002675164|1512
2731075|Produto - 0002731075|3152
2732522|Produto - 0002732522|2992
2735660|Produto - 0002735660|1588
2743131|Produto - 0002743131|1292
2743589|Produto - 0002743589|2906
2745378|Produto - 0002745378|1588
2751459|Produto - 0002751459|889
2760630|Produto - 0002760630|3497
2805706|Produto - 0002805706|704
2813152|Produto - 0002813152|1167
2829079|Produto - 0002829079|1053
2845781|Produto - 0002845781|1673
2853641|Produto - 0002853641|509
2858014|Produto - 0002858014|3551
2878017|Produto - 0002878017|1588
2893364|Produto - 0002893364|1052
2895077|Produto - 0002895077|1588
2902665|Produto - 0002902665|1167
2910693|Produto - 0002910693|3497
2932404|Produto - 0002932404|2906
2940561|Produto - 0002940561|3497
2946054|Produto - 0002946054|1292
2960150|Produto - 0002960150|1588
2960775|Produto - 0002960775|1187
2963918|Produto - 0002963918|1111
2967145|Produto - 0002967145|685
2971840|Produto - 0002971840|1588
2993112|Produto - 0002993112|1318
2999495|Produto - 0002999495|1167
3000563|Produto - 0003000563|1588
3021322|Produto - 0003021322|1167
3027597|Produto - 0003027597|3150
3029665|Produto - 0003029665|1890
3042913|Produto - 0003042913|1111
3048124|Produto - 0003048124|2906
3067022|Produto - 0003067022|1318
3071380|Produto - 0003071380|1302
3087692|Produto - 0003087692|567
3093420|Produto - 0003093420|1090
3099123|Produto - 0003099123|3132
3104073|Produto - 0003104073|1610
3109749|Produto - 0003109749|1588
3112973|Produto - 0003112973|2908
3113564|Produto - 0003113564|1588
3124155|Produto - 0003124155|1364
3126620|Produto - 0003126620|3150
3129349|Produto - 0003129349|1111
3148870|Produto - 0003148870|3551
3149113|Produto - 0003149113|1318
3150016|Produto - 0003150016|1111
3153577|Produto - 0003153577|1588
3163362|Produto - 0003163362|3150
3187860|Produto - 0003187860|1318
3193088|Produto - 0003193088|685
3212583|Produto - 0003212583|3551
3222552|Produto - 0003222552|567
3237477|Produto - 0003237477|3551
3241719|Produto - 0003241719|1111
3248678|Produto - 0003248678|3551
3263694|Produto - 0003263694|2911
3268281|Produto - 0003268281|1318
3275407|Produto - 0003275407|1588
3297425|Produto - 0003297425|1090
3312637|Produto - 0003312637|1111
3322826|Produto - 0003322826|1318
3332322|Produto - 0003332322|2906
3338889|Produto - 0003338889|1588
3342043|Produto - 0003342043|567
3350791|Produto - 0003350791|3551
3365079|Produto - 0003365079|1167
3372098|Produto - 0003372098|1318
3376625|Produto - 0003376625|1588
3387615|Produto - 0003387615|1630
3405145|Produto - 0003405145|1588
3406771|Produto - 0003406771|3551
3408627|Produto - 0003408627|1588
3414954|Produto - 0003414954|3551
3434367|Produto - 0003434367|1111
3449389|Produto - 0003449389|1318
3454442|Produto - 0003454442|1167
3458905|Produto - 0003458905|1167
3459215|Produto - 0003459215|1214
3476675|Produto - 0003476675|1111
3478749|Produto - 0003478749|1318
3506706|Produto - 0003506706|757
3506757|Produto - 0003506757|1588
3520489|Produto - 0003520489|749
3523599|Produto - 0003523599|1588
3543721|Produto - 0003543721|1588
3558501|Produto - 0003558501|2939
3567932|Produto - 0003567932|1588
3568932|Produto - 0003568932|1167
3570223|Produto - 0003570223|3551
3571799|Produto - 0003571799|3497
3580445|Produto - 0003580445|591
3581602|Produto - 0003581602|1111
3584121|Produto - 0003584121|2906
3590190|Produto - 0003590190|1588
3605420|Produto - 0003605420|1318
3625048|Produto - 0003625048|2906
3625291|Produto - 0003625291|1322
3626012|Produto - 0003626012|1187
3649165|Produto - 0003649165|2213
3652609|Produto - 0003652609|1588
3659364|Produto - 0003659364|757
3667624|Produto - 0003667624|724
3667846|Produto - 0003667846|3551
3677520|Produto - 0003677520|1588
3678274|Produto - 0003678274|3497
3681339|Produto - 0003681339|2908
3685250|Produto - 0003685250|3470
3691491|Produto - 0003691491|3150
3698323|Produto - 0003698323|685
3713875|Produto - 0003713875|567
3715792|Produto - 0003715792|757
3715919|Produto - 0003715919|685
3720663|Produto - 0003720663|3551
3722108|Produto - 0003722108|1111
3736067|Produto - 0003736067|1111
3741610|Produto - 0003741610|1111
3744663|Produto - 0003744663|1160
3751089|Produto - 0003751089|1588
3767055|Produto - 0003767055|1364
3773706|Produto - 0003773706|1167
3783879|Produto - 0003783879|757
3789507|Produto - 0003789507|1325
3799041|Produto - 0003799041|2466
3806949|Produto - 0003806949|1455
3811782|Produto - 0003811782|2381
3812392|Produto - 0003812392|1052
3835211|Produto - 0003835211|1673
3848598|Produto - 0003848598|1512
3854742|Produto - 0003854742|1292
3864084|Produto - 0003864084|1588
3870515|Produto - 0003870515|3551
3887700|Produto - 0003887700|1318
3893316|Produto - 0003893316|3150
3894172|Produto - 0003894172|757
3898834|Produto - 0003898834|1588
3902873|Produto - 0003902873|2911
3902915|Produto - 0003902915|3150
3946050|Produto - 0003946050|1588
3946269|Produto - 0003946269|3551
3951225|Produto - 0003951225|3150
3960531|Produto - 0003960531|2906
3978517|Produto - 0003978517|1588
3981971|Produto - 0003981971|757
3992990|Produto - 0003992990|1641
3993531|Produto - 0003993531|3539
3996908|Produto - 0003996908|757
4006871|Produto - 0004006871|2906
4024704|Produto - 0004024704|1167
4028787|Produto - 0004028787|1588
4029039|Produto - 0004029039|1588
4057402|Produto - 0004057402|1588
4080421|Produto - 0004080421|1588
4089566|Produto - 0004089566|1318
4091998|Produto - 0004091998|1588
4099658|Produto - 0004099658|3237
4106947|Produto - 0004106947|1292
4109776|Produto - 0004109776|1588
4115485|Produto - 0004115485|2908
4142611|Produto - 0004142611|948
4143740|Produto - 0004143740|3551
4150024|Produto - 0004150024|2257
4173950|Produto - 0004173950|1588
4224303|Produto - 0004224303|1588
4231301|Produto - 0004231301|1167
4232585|Produto - 0004232585|1318
4248112|Produto - 0004248112|1641
4254430|Produto - 0004254430|634
4254949|Produto - 0004254949|1111
4262794|Produto - 0004262794|1292
4268590|Produto - 0004268590|1052
4271823|Produto - 0004271823|476
4278157|Produto - 0004278157|1673
4282369|Produto - 0004282369|3132
4286514|Produto - 0004286514|1588
4291773|Produto - 0004291773|1318
4305298|Produto - 0004305298|1090
4319657|Produto - 0004319657|1167
4336160|Produto - 0004336160|1588
4354790|Produto - 0004354790|1187
4370069|Produto - 0004370069|1111
4378309|Produto - 0004378309|3551
4410080|Produto - 0004410080|1318
4428965|Produto - 0004428965|685
4455021|Produto - 0004455021|170
4461098|Produto - 0004461098|1603
4464981|Produto - 0004464981|1044
4477049|Produto - 0004477049|685
4501251|Produto - 0004501251|3150
4532099|Produto - 0004532099|1588
4551750|Produto - 0004551750|1588
4571197|Produto - 0004571197|2466
4593790|Produto - 0004593790|1187
4604365|Produto - 0004604365|1512
4613618|Produto - 0004613618|3237
4620036|Produto - 0004620036|1167
4633807|Produto - 0004633807|1630
4634882|Produto - 0004634882|1167
4640019|Produto - 0004640019|1322
4673285|Produto - 0004673285|3551
4677903|Produto - 0004677903|1167
4717071|Produto - 0004717071|2906
4721206|Produto - 0004721206|3150
4756261|Produto - 0004756261|685
4765107|Produto - 0004765107|724
4765498|Produto - 0004765498|442
4773521|Produto - 0004773521|1641
4787325|Produto - 0004787325|566
4817111|Produto - 0004817111|1641
4818643|Produto - 0004818643|3237
4848584|Produto - 0004848584|1588
4880787|Produto - 0004880787|2466
4882571|Produto - 0004882571|884
4908244|Produto - 0004908244|566
4914069|Produto - 0004914069|1588
4927778|Produto - 0004927778|1588
4930029|Produto - 0004930029|3551
4930187|Produto - 0004930187|2906
4934042|Produto - 0004934042|3551
4934614|Produto - 0004934614|3551
4960256|Produto - 0004960256|259
4971676|Produto - 0004971676|301
4996964|Produto - 0004996964|685
4997378|Produto - 0004997378|1318
5000715|Produto - 0005000715|1641
5001424|Produto - 0005001424|1512
5009279|Produto - 0005009279|685
5017713|Produto - 0005017713|1269
5030322|Produto - 0005030322|1588
5032441|Produto - 0005032441|1588
5035469|Produto - 0005035469|1588
5037863|Produto - 0005037863|1588
5048497|Produto - 0005048497|3359
5049117|Produto - 0005049117|757
5051773|Produto - 0005051773|3551
5073824|Produto - 0005073824|1167
45797|Produto - 0000045797|100
60379|Produto - 0000060379|1685
74360|Produto - 0000074360|1084
81380|Produto - 0000081380|2136
88512|Produto - 0000088512|2978
101972|Produto - 0000101972|2978
111844|Produto - 0000111844|1824
151838|Produto - 0000151838|3132
189927|Produto - 0000189927|3115
193413|Produto - 0000193413|3194
228459|Produto - 0000228459|336
265710|Produto - 0000265710|1994
282248|Produto - 0000282248|2023
304257|Produto - 0000304257|3132
306829|Produto - 0000306829|1083
331692|Produto - 0000331692|2936
333556|Produto - 0000333556|146
339801|Produto - 0000339801|1954
382451|Produto - 0000382451|3132
383384|Produto - 0000383384|146
387922|Produto - 0000387922|3132
388813|Produto - 0000388813|187
398131|Produto - 0000398131|314
399626|Produto - 0000399626|314
401933|Produto - 0000401933|187
410580|Produto - 0000410580|3132
413426|Produto - 0000413426|2996
414390|Produto - 0000414390|314
423814|Produto - 0000423814|187
428476|Produto - 0000428476|2200
429265|Produto - 0000429265|1216
432117|Produto - 0000432117|1318
444913|Produto - 0000444913|740
454307|Produto - 0000454307|2869
467473|Produto - 0000467473|3551
467943|Produto - 0000467943|567
475919|Produto - 0000475919|1588
501770|Produto - 0000501770|1318
508323|Produto - 0000508323|3551
512983|Produto - 0000512983|964
514811|Produto - 0000514811|1052
517022|Produto - 0000517022|3446
547117|Produto - 0000547117|1187
554251|Produto - 0000554251|1111
557793|Produto - 0000557793|3150
563353|Produto - 0000563353|3551
588723|Produto - 0000588723|3551
639102|Produto - 0000639102|1111
647343|Produto - 0000647343|3150
649270|Produto - 0000649270|3132
649881|Produto - 0000649881|1167
653830|Produto - 0000653830|1588
665801|Produto - 0000665801|1588
666773|Produto - 0000666773|1090
672714|Produto - 0000672714|3150
673124|Produto - 0000673124|1666
686691|Produto - 0000686691|2996
703995|Produto - 0000703995|509
706709|Produto - 0000706709|566
708650|Produto - 0000708650|1588
718628|Produto - 0000718628|3551
720084|Produto - 0000720084|1512
725302|Produto - 0000725302|1111
733286|Produto - 0000733286|3551
746341|Produto - 0000746341|1588
747041|Produto - 0000747041|1641
749124|Produto - 0000749124|1167
758253|Produto - 0000758253|1666
767383|Produto - 0000767383|1588
774114|Produto - 0000774114|1318
775587|Produto - 0000775587|685
778383|Produto - 0000778383|3551
783576|Produto - 0000783576|2906
787862|Produto - 0000787862|3551
796258|Produto - 0000796258|2466
799055|Produto - 0000799055|1044
799181|Produto - 0000799181|1090
823513|Produto - 0000823513|1292
832388|Produto - 0000832388|1318
836820|Produto - 0000836820|645
886881|Produto - 0000886881|3551
911895|Produto - 0000911895|1588
928916|Produto - 0000928916|1364
936021|Produto - 0000936021|1588
936196|Produto - 0000936196|1588
958216|Produto - 0000958216|1322
961191|Produto - 0000961191|1588
962203|Produto - 0000962203|336
964493|Produto - 0000964493|1167
965862|Produto - 0000965862|1588
978958|Produto - 0000978958|3237
984217|Produto - 0000984217|1111
986573|Produto - 0000986573|1673
994263|Produto - 0000994263|1588
996708|Produto - 0000996708|1053
998425|Produto - 0000998425|1111
1001958|Produto - 0001001958|2906
1002856|Produto - 0001002856|1167
1008044|Produto - 0001008044|1044
1024959|Produto - 0001024959|1890
1055513|Produto - 0001055513|1111
1068997|Produto - 0001068997|2908
1083987|Produto - 0001083987|1588
1089317|Produto - 0001089317|1167
1094683|Produto - 0001094683|336
1106191|Produto - 0001106191|3551
1114746|Produto - 0001114746|1245
1115114|Produto - 0001115114|1318
1115397|Produto - 0001115397|1111
1117310|Produto - 0001117310|1588
1120506|Produto - 0001120506|1588
1123193|Produto - 0001123193|3497
1123396|Produto - 0001123396|937
1146058|Produto - 0001146058|1370
1151772|Produto - 0001151772|1187
1161107|Produto - 0001161107|1890
1167807|Produto - 0001167807|1167
1183367|Produto - 0001183367|1588
1184818|Produto - 0001184818|3551
1188045|Produto - 0001188045|1318
1188280|Produto - 0001188280|1318
1191885|Produto - 0001191885|1641
1202952|Produto - 0001202952|1111
1216401|Produto - 0001216401|1216
1217804|Produto - 0001217804|1588
1219418|Produto - 0001219418|1318
1223971|Produto - 0001223971|3551
1225186|Produto - 0001225186|1318
1232834|Produto - 0001232834|3150
1234377|Produto - 0001234377|1318
1241742|Produto - 0001241742|1588
1241905|Produto - 0001241905|2466
1245784|Produto - 0001245784|1370
1253457|Produto - 0001253457|2197
1254048|Produto - 0001254048|757
1259343|Produto - 0001259343|1481
1271287|Produto - 0001271287|1052
1300928|Produto - 0001300928|2906
1303197|Produto - 0001303197|1673
1317668|Produto - 0001317668|1318
1331393|Produto - 0001331393|1588
1333174|Produto - 0001333174|2823
1344622|Produto - 0001344622|1318
1347465|Produto - 0001347465|1590
1369529|Produto - 0001369529|2906
1377496|Produto - 0001377496|566
1397747|Produto - 0001397747|2906
1408796|Produto - 0001408796|3551
1421966|Produto - 0001421966|1318
1427827|Produto - 0001427827|1588
1440238|Produto - 0001440238|3150
1457142|Produto - 0001457142|1318
1462669|Produto - 0001462669|3194
1485327|Produto - 0001485327|1588
1511269|Produto - 0001511269|749
1524530|Produto - 0001524530|2906
1547960|Produto - 0001547960|1187
1555073|Produto - 0001555073|757
1573254|Produto - 0001573254|1588
1584462|Produto - 0001584462|1052
1585875|Produto - 0001585875|1588
1614135|Produto - 0001614135|1588
1618594|Produto - 0001618594|2906
1625279|Produto - 0001625279|1111
1629674|Produto - 0001629674|3150
1641985|Produto - 0001641985|1588
1643500|Produto - 0001643500|1588
1646690|Produto - 0001646690|319
1650581|Produto - 0001650581|757
1650850|Produto - 0001650850|1187
1667546|Produto - 0001667546|1370
1667578|Produto - 0001667578|2911
1675803|Produto - 0001675803|1167
1680114|Produto - 0001680114|1187
1682416|Produto - 0001682416|1167
1697554|Produto - 0001697554|1588
1700499|Produto - 0001700499|1588
1713936|Produto - 0001713936|1318
1719845|Produto - 0001719845|1641
1722779|Produto - 0001722779|3551
1725312|Produto - 0001725312|1167
1778683|Produto - 0001778683|2906
1780780|Produto - 0001780780|2906
1795767|Produto - 0001795767|1588
1799272|Produto - 0001799272|1111
1800594|Produto - 0001800594|1052
1817422|Produto - 0001817422|1167
1830376|Produto - 0001830376|757
1833022|Produto - 0001833022|3551
1850586|Produto - 0001850586|2782
1860057|Produto - 0001860057|1111
1860501|Produto - 0001860501|1234
1871199|Produto - 0001871199|1111
1872752|Produto - 0001872752|1588
1872977|Produto - 0001872977|3150
1902303|Produto - 0001902303|3150
1921348|Produto - 0001921348|1588
1923991|Produto - 0001923991|1481
1945932|Produto - 0001945932|170
1954144|Produto - 0001954144|1673
1962393|Produto - 0001962393|3551
1972070|Produto - 0001972070|1588
1974491|Produto - 0001974491|1111
1988118|Produto - 0001988118|1588
1998261|Produto - 0001998261|1111
2013847|Produto - 0002013847|1292
2052281|Produto - 0002052281|1588
2065062|Produto - 0002065062|3551
2094278|Produto - 0002094278|1588
2095849|Produto - 0002095849|323
2106284|Produto - 0002106284|1588
2109999|Produto - 0002109999|1588
2115019|Produto - 0002115019|3150
2131857|Produto - 0002131857|1214
2136204|Produto - 0002136204|1666
2141729|Produto - 0002141729|1111
2144251|Produto - 0002144251|1187
2144763|Produto - 0002144763|1111
2148476|Produto - 0002148476|1588
2163297|Produto - 0002163297|1588
2168049|Produto - 0002168049|1380
2171348|Produto - 0002171348|757
2183719|Produto - 0002183719|1588
2200024|Produto - 0002200024|1588
2215389|Produto - 0002215389|3545
2230076|Produto - 0002230076|3551
2233921|Produto - 0002233921|1641
2247832|Produto - 0002247832|1420
2250272|Produto - 0002250272|2861
2270586|Produto - 0002270586|1111
2271234|Produto - 0002271234|3150
2289148|Produto - 0002289148|3551
2293612|Produto - 0002293612|2569
2299597|Produto - 0002299597|401
2303080|Produto - 0002303080|3551
2304584|Produto - 0002304584|1052
2305006|Produto - 0002305006|1111
2315117|Produto - 0002315117|1167
2322847|Produto - 0002322847|757
2326893|Produto - 0002326893|1111
2327416|Produto - 0002327416|1318
2337825|Produto - 0002337825|1111
2361036|Produto - 0002361036|487
2384092|Produto - 0002384092|1588
2394055|Produto - 0002394055|1053
2410937|Produto - 0002410937|1318
2415051|Produto - 0002415051|3145
2421357|Produto - 0002421357|1588
2425329|Produto - 0002425329|1890
2457802|Produto - 0002457802|1588
2458605|Produto - 0002458605|1588
